id,province,area,vendor_name,vendor_type,specialty,level,address,phone 2,phone,price_before,Price_after,,,,,,,,,
30.0,القاهرة,وسط البلد,المختبر,معامل تحاليل,تحاليل,B,306 شارع بورسعيد - أمام مستشفى أحمد ماهر,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
31.0,القاهرة,وسط البلد,المختبر,معامل تحاليل,تحاليل,B,45ش القصر العيني,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
32.0,القاهرة,وسط البلد,المختبر,معامل تحاليل,تحاليل,B,87 ش المنيل الدور الاول، شقه 1,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
33.0,القاهرة,وسط البلد,المختبر,معامل تحاليل,تحاليل,B,47 ش المنيل د1 -ش3 بجوار بيتزا كينج,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
34.0,القاهرة,وسط البلد,المختبر,معامل تحاليل,تحاليل,B,9شارع البطل احمد عبد العزيز من ش الساحة ,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
35.0,القاهرة,وسط البلد,البرج,معامل تحاليل,تحاليل,B,9 شارع سعيد ذو الفقار، ميدان الباشا,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
36.0,القاهرة,وسط البلد,البرج,معامل تحاليل,تحاليل,B,49شارع نوبار,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
37.0,القاهرة,وسط البلد,البرج,معامل تحاليل,تحاليل,B,91 مجلس الامة ناصية شارع بور سعيد,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
38.0,القاهرة,وسط البلد,البرج,معامل تحاليل,تحاليل,B,561 ش بورسعيد ,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
39.0,القاهرة,وسط البلد,البرج,معامل تحاليل,تحاليل,B,35ش القصر العيني بجوار البنك الأهلي -أمام معهد السكر,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
40.0,القاهرة,وسط البلد,الشمس,معامل تحاليل,تحاليل,B,269شارع بورسعيد - برج اللؤلؤة,19445,,,من 20% الى 60 %,,,,,,,,,,,,,,
41.0,القاهرة,وسط البلد,الشمس,معامل تحاليل,تحاليل,B,9شارع سعيد ذو الفقار - ميدان الباشا,19445,,,من 20% الى 60 %,,,,,,,,,,,,,,
42.0,القاهرة,وسط البلد,رويال لاب,معامل تحاليل,تحاليل,B,2 ش شريف ـ عمارة اللواء ـ الدور الرابع,16064,,,من25% الى 60%,,,,,,,,,,,,,,
43.0,القاهرة,وسط البلد,رويال لاب,معامل تحاليل,تحاليل,B,الشقة رقم ( 14 ) بالدور الثانى علوى بالعقار رقم ( 302 و 304 ) شارع بور سعيد امام مستشفى أحمد ماهر -,16064,,,من25% الى 60%,,,,,,,,,,,,,,
44.0,القاهرة,وسط البلد,عز لاب,معامل تحاليل,تحاليل,B,باب الشعرية - 593 امام مستشفي سيد جلال,1200555562,,,خصم من 25% الي 60%,,,,,,,,,,,,,,
45.0,القاهرة,وسط البلد,عز لاب,معامل تحاليل,تحاليل,B,الدراسة - 3ش المنصورية أمام مستشفي الحسسين الجامعي,1200555562,,,خصم من 25% الي 60%,,,,,,,,,,,,,,
46.0,القاهرة,وسط البلد,عز لاب,معامل تحاليل,تحاليل,B,345ش بورسعيد أمام باب الاستقبال مستشفي احمد ماهر بجوار صيدلية د. نصر الدين,1200555562,,,خصم من 25% الي 60%,,,,,,,,,,,,,,
47.0,القاهرة,وسط البلد,عز لاب,معامل تحاليل,تحاليل,B,70ش المنيل ميدان الباشا,1200555562,,,خصم من 25% الي 60%,,,,,,,,,,,,,,
48.0,القاهرة,وسط البلد,فرست لاب,معامل تحاليل,تحاليل,B,1 مكرر ميدان السيدة بجانب مطعط كنتاكي الدور الاول علوي,33359300,,,من25% الى 60%,,,,,,,,,,,,,,
49.0,القاهرة,وسط البلد,فرست لاب,معامل تحاليل,تحاليل,B,196شارع بورسعيد -بجوار مكتب بريد السيدة زينب - القاهرة,33359300,,,من25% الى 60%,,,,,,,,,,,,,,
50.0,القاهرة,وسط البلد,فرست لاب,معامل تحاليل,تحاليل,B, 78شارع المنيل - ميدان الباشا- اعلى بنك كيو ان بى - الدور 5 - القاهرة,33359300,,,من25% الى 60%,,,,,,,,,,,,,,
51.0,القاهرة,وسط البلد,لاب ميد,معامل تحاليل,تحاليل,B,15ميدان التحرير بجوار مطعم كنتاكى - وسط البلد,19314,,,من25% الى 60%,,,,,,,,,,,,,,
52.0,القاهرة,وسط البلد,لاب ميد,معامل تحاليل,تحاليل,B,110شارع المنيل امام محطة البنزين - المنيل,19314,,,من25% الى 60%,,,,,,,,,,,,,,
53.0,القاهرة,وسط البلد,لاب ميد ايجيبت,معامل تحاليل,تحاليل,B,110ش المنيل,19314,,,من25% الى 60%,,,,,,,,,,,,,,
54.0,القاهرة,وسط البلد,لاب ميد ايجيبت,معامل تحاليل,تحاليل,B,15 ميدان التحرير - بجوار كينتاكي,19314,,,من25% الى 60%,,,,,,,,,,,,,,
55.0,القاهرة,وسط البلد,الانصارى,معامل تحاليل,تحاليل,B,6ش المريس - امام استقبال مستشفى ابو الريش	,19324,,,من25% الى 60%,,,,,,,,,,,,,,
56.0,القاهرة,وسط البلد,الانصارى,معامل تحاليل,تحاليل,B,41ش نوبار - ناصيه شارع الشيخ ريحان	,19324,,,من25% الى 60%,,,,,,,,,,,,,,
57.0,القاهرة,وسط البلد, الخبراء,معامل تحاليل,تحاليل,B,2 ش شريف عمارة اللواء الدور الثالث شقة 35,01210041007,,,من25% الى 60%,,,,,,,,,,,,,,
58.0,القاهرة,وسط البلد, الرواد,معامل تحاليل,تحاليل,B,72ش المنيل - ميدان الباشا اعلى كوك دور,25325710,01282666809,,من25% الى 60%,,,,,,,,,,,,,,
59.0,القاهرة,وسط البلد,الاهرام مصر للتحاليل الطبية,معامل تحاليل,تحاليل,B,21ش القصر العيني امام معهد الكبد,1151510669,,,من25% الى 60%,,,,,,,,,,,,,,
60.0,القاهرة,وسط البلد, الخبراء,معامل تحاليل,تحاليل,B,2 ش شريف عمارة اللواء الدور الثالث شقة 35,1210041007,,,من25% الى 60%,,,,,,,,,,,,,,
61.0,القاهرة,وسط البلد,البلقينى,معامل تحاليل,تحاليل,B,2ش شريف ,01212222889 - 0238363097,,,من25% الى 60%,,,,,,,,,,,,,,
62.0,القاهرة,وسط البلد,سبيد لاب,معامل تحاليل,تحاليل,B,عمارة رقم 47 المنيل اعلى مؤمن - داخل عيادات الصون,19358,,,من25% الى 60%,,,,,,,,,,,,,,
63.0,القاهرة,وسط البلد,النيل للتحاليل الطبيه,معامل تحاليل,تحاليل,B,8ش هدى شعراوى - باب اللوق,19656,,,من25% الى 60%,,,,,,,,,,,,,,
64.0,القاهرة,وسط البلد,الرحمه,معامل تحاليل,تحاليل,B,389ش رمسيس الدور الاول فوق الارمنى ,0122588823 - 24674732,,,من25% الى 60%,,,,,,,,,,,,,,
65.0,القاهرة,وسط البلد,البرق,معامل تحاليل,تحاليل,B,72ش المنيل - ميدان الباشا - الدور الثالث,0223635888 - 01551400006,,,من25% الى 60%,,,,,,,,,,,,,,
66.0,القاهرة,وسط البلد,الوطن للتحاليل الطبية,معامل تحاليل,تحاليل,B,89ب ش المنيل امام بنك عودة,1151550226,,,من25% الى 60%,,,,,,,,,,,,,,
67.0,القاهرة,وسط البلد,ايجيبت لاب,معامل تحاليل,تحاليل,B,28ش الكومى - عمارة سينما الشرق - ميدان السيده زينب - الدور الاول - شقه 5,01158557700 - 23647903,,,من25% الى 60%,,,,,,,,,,,,,,
68.0,القاهرة,وسط البلد,ايجيبت لاب,معامل تحاليل,تحاليل,B,35ش منصور - باب اللوق - وسط البلد الدور الثامن,35695334,,,من25% الى 60%,,,,,,,,,,,,,,
69.0,القاهرة,وسط البلد,كايرو لاب,معامل تحاليل,تحاليل,B,184 شارع بورسعيد - السيدة زينب - الدور الأول,19962,,,من25% الى 60%,,,,,,,,,,,,,,
70.0,القاهرة,وسط البلد,كايرو لاب,معامل تحاليل,تحاليل,B,89 (أ)  شارع المنيل بجوار محطة الغمراوى,19962,,,من25% الى 60%,,,,,,,,,,,,,,
71.0,القاهرة,وسط البلد,كايرو لاب,معامل تحاليل,تحاليل,B,9 ش شريف - أمام عمارة اللواء,19962,,,من25% الى 60%,,,,,,,,,,,,,,
72.0,القاهرة,وسط البلد,كايرو لاب,معامل تحاليل,تحاليل,B,54  شارع عبد الخالق ثروت ,19962,,,من25% الى 60%,,,,,,,,,,,,,,
73.0,القاهرة,وسط البلد,"سمارت دينتال
(حازم البلتاجى)",اطباء ,اسنان,B,34 شارع الكومي السيدة زينب امام مدرسة السنية,0223688336-01208585853,,300,من25% الى 60%,,,,,,,,,,,,,,
74.0,القاهرة,وسط البلد,أحمد فتحي النص,اطباء ,اسنان,B,2 ميدان فخري الظاهر-وسط البلد,0225899997,010226825660,200,25 كشف,,,,,,,,,,,,,,
75.0,القاهرة,وسط البلد,مينا ماركو,اطباء ,اسنان,B,36 السكاكيني متفرع من امتداد رمسيس محطة غمرة	,01227244914,,200,25 كشف,,,,,,,,,,,,,,
76.0,القاهرة,وسط البلد,تامر شعبان احمد,اطباء ,اسنان,B,30ش المبتديان تقاطع ش الفلكى من ش القصر العينى محطه مترو سعد زغلول,27934114, 01098849840,100,50,,,,,,,,,,,,,,
77.0,القاهرة,وسط البلد,محمد صلاح عبدالباري,اطباء ,باطنى,B,63شارع نوبار-باب اللوق,01007172194,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
78.0,القاهرة,وسط البلد,على الكفراوى,اطباء ,باطنى,B,5شارع مسجد د/حافظ بهجت - المنيل,0223626376,01223490381,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
79.0,القاهرة,وسط البلد,على لطفي الكفراوي,اطباء ,باطنى,B,5ش5ش حافظ بهجت,"01285002626-
01223490381",,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
80.0,القاهرة,وسط البلد, هشام حسين صبيح,اطباء ,جراحة,B,12 شارع حسن الاكبر عابدين امام باب الحرص الجمهورى بقصر عابدين,23955512,01222124822,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
81.0,القاهرة,وسط البلد,احمد فؤاد الخطيب,اطباء ,جراحة,B,31(أ) ش القصر العينى امام المعهد القومى للتغذيه,01099472081 - 01005679821,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
82.0,القاهرة,وسط البلد,ياسمين درويش,اطباء ,تجميل,B,68 ش الجلاء عمارة ابو الجبل بجانب النيابة الاداريه,225776820,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
83.0,القاهرة,وسط البلد,حسن محمود محمد امين,اطباء ,صدر,B,5شارع شريف - باب اللوق - امام وزارة الاوقاف,0223922636,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
84.0,القاهرة,وسط البلد,ايمانويل فارس عزيز فوزى جرجس,اطباء ,قلب,B,17ش محمود بسيوني متفرع من ميدان طلعت حرب	,01226053222,25755897,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
85.0,القاهرة,وسط البلد,حسن السيسي,اطباء ,قلب,B,30 شارع المبتديان متفرع من شارع القصر العيني,27961613,01014600077,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
86.0,القاهرة,وسط البلد,احمد عادل محمد العمرجى,اطباء ,قلب,B,7 شارع السرايا - المنيل - بجوار كنتاكى,01099382929,01000777587,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
87.0,القاهرة,وسط البلد,احمد عبد الرحمن,اطباء ,مخ وأعصاب,B,35ش القصر العينى,01005190755 - 25314784,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
88.0,القاهرة,وسط البلد,طارق عبد الشافي,اطباء ,عظام,B,4 ميدان التوفيقية,25755281,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
89.0,القاهرة,وسط البلد,ياسمين درويش,اطباء ,عظام,B,68 شارع الجلال عماره ابو جبل بجانب النيابه الاداريه اسفل العماره كشرى هند رمسيس الدور الرابع,01001517187,0225776820,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
90.0,القاهرة,وسط البلد,وائل الحديدى,اطباء ,عظام,B,منيل شيحه بجوار صيدليه د/ عادل جمعه,01007483553,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
91.0,القاهرة,وسط البلد,حسن السيسي ,طبيب,جراحة قلب وصدر ,B,30ش المبتديان امام صيدلية المنيرة بجوار محطة مترو سعد زغلول وسط البلد,"01002142366
0227961613",,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
92.0,القاهرة,وسط البلد,الحياه - سها سامى,علاج طبيعي,علاج طبيعي,B,56 ش المقياس - منيل الروضه	,01009540961,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
93.0,القاهرة,وسط البلد, سان جوزيف للعلاج الطبيعى (د/سامح هنداوى),علاج طبيعي,علاج طبيعي,B,102 شارع محمد فريد بجوار بنك مصر,23927289,01001746194,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
94.0,القاهرة,وسط البلد,يحيى محمود عبد الشافي,علاج طبيعي,علاج طبيعي,B,251 شارع بورسعيد -السيدة زينب-برج مركز الطاهرة للاشعة,23900044,01015004942,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
95.0,القاهرة,وسط البلد,المركز الطبي للعلاج الطبيعي,علاج طبيعي,علاج طبيعي,B,3ش رشدى - باب اللوق,23939440,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
96.0,القاهرة,وسط البلد,سلويت للبصريات,مراكز بصريات,نظارات طبية,B,32 ش البستان باب اللوق,01227177518 - 0115700900,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
97.0,القاهرة,وسط البلد,نظارات الاسلام,مراكز بصريات,نظارات طبية,B,183شارع بورسعيد - السيدة زينب,01001423096 - 01141850432,,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
98.0,القاهرة,وسط البلد,البدري للبصريات,مراكز بصريات,نظارات طبية,B,39ش البستان بجوار محطة محمد نجيب,"01124442544-
01228354988-27949304",,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
99.0,القاهرة,وسط البلد,العزبي,صيدليات,أدوية,B,69 ش منيل الروضة - ميدان الباشا - المنيل,19600,,,محلى 7.5% - 5% المستلزمات ومستحضرات التجميل,,,,,,,,,,,,,,
100.0,الجيزة,وسط البلد, ميجا سكان,مراكز اشعه,أشعة,B,18ش التحرير - ميدان الفلكى,01288003050 - 0227943001,,,من 10% الى 35%,,,,,,,,,,,,,,
101.0,القاهرة,العباسية,الايطالى,مستشفى,جميع التخصصات,B,17شارع السرايات - العباسية,02 36740088,,300,160,,,,,,,,,,,,,,
102.0,القاهرة,العباسية,المركز الطبي الدولي لجراحة المخ و الاعصاب,مراكز متخصصة,مخ وأعصاب,B,91 ش ميدان عبده باشا,25040496,,500,100كشف,,,,,,,,,,,,,,
103.0,القاهرة,العباسية,العزبي,صيدليات,أدوية,B,99 ش العباسية - بجوار قسم الوايلى - العباسية,19600,,,محلى 7.5% - 5% المستلزمات ومستحضرات التجميل,,,,,,,,,,,,,,
104.0,القاهرة,العباسية,العزبي,صيدليات,أدوية,B,13 ش على صدقى - بجوار نقابة التطبقيين - ميدان العباسية,19600,,,محلى 7.5% - 5% المستلزمات ومستحضرات التجميل,,,,,,,,,,,,,,
,القاهرة,السيدة زينب,سيف,صيدليات,ادوية,B,4ش قدرى,19199,,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
,القاهرة,العباسية,سيف,صيدليات,أدوية,B,445ا ش رمسيس العباسية,19199,,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
109.0,القاهرة,العباسية, الرزيقي,صيدليات,أدوية,B,11ش سبيل الخازندار - ميدان الجيش,19763,,,%محلى 15% ومستورد 6,,,,,,,,,,,,,,
,القاهرة,العباسية,كير,صيدليات,أدوية,B, 11شارع احمد سعيد - بجوار ماركت كازيون - العباسية - القاهرة,19757,011-56984347,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
,القاهرة,العباسية,كير,صيدليات,أدوية,B,2 شارع السرايا - امام كلية الهندسة  - العباسية - القاهرة,19757,011-49833778,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
,القاهرة,العباسية,كير,صيدليات,أدوية,B,83 شارع العباسية - بجوار بنك التعمير والاسكان - العباسية - القاهرة,19757,011-46756766,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
,القاهرة,العباسية,كير,صيدليات,أدوية,B,291 شارع رمسيس - غمرة - القاهرة,19757,011-59869260,,محلى 10% ومستورد 3 %,,,,,,,,,,,,,,
110.0,القاهرة,العباسية,"صيدليات العربي
(صيدلية دكتور محمد عزب )",صيدليات,أدوية,B,3أ شارع اللواء محمد حلمي (حامد سابقا)  العباسية الشرقية,19444,,,محلى %10 و مستورد3 %,,,,,,,,,,,,,,
111.0,القاهرة,العباسية,المستقبل للاشعه,مراكز اشعه,اشعه,B,10ميدان الجيش,01000642220 - 24455442,,,30% على لاسعار ,,,,,,,,,,,,,,
112.0,القاهرة,العباسية,المستقبل للاشعه,مراكز اشعه,اشعه,B,10ميدان الجيش,01000642220 - 24455442,,,خصم 15%على الاسعار,,,,,,,,,,,,,,
113.0,القاهرة,العباسيه,المختبر,معامل تحاليل,تحاليل,B,385ش رمسيس - امام مستشفى الدمرداش ,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
114.0,القاهرة,العباسية,المختبر,معامل تحاليل,تحاليل,B,72 شارع العباسية ميدان عبده باشا,19014,,,من 10% الى 35%,,,,,,,,,,,,,,
115.0,القاهرة,العباسية,البرج,معامل تحاليل,تحاليل,B,91 شارع العباسية,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
116.0,القاهرة,العباسية,البرج,معامل تحاليل,تحاليل,B,187ش المنصورية – الدور الأول – أعلى فرع بنك مصر,19911,,,من 10% الى 35%,,,,,,,,,,,,,,
117.0,القاهرة,العباسية,الشمس,معامل تحاليل,تحاليل,B,61شارع العباسية - امام مدرسة الحسينية - ميدان عبدو باشا,19445,,,من 20% الى 60 %,,,,,,,,,,,,,,
118.0,القاهرة,العباسية,عز لاب,معامل تحاليل,تحاليل,B,72ش العباسية - امام محطة مترو عبده باشا,1200555562,24660073,,خصم من 25% الي 60%,,,,,,,,,,,,,,
119.0,القاهرة,العباسية,سبيد لاب,معامل تحاليل,تحاليل,B,385شارع رمسيس - العباسية,19358,,,من25% الى 60%,,,,,,,,,,,,,,
120.0,القاهرة,العباسية,كايرو لاب,معامل تحاليل,تحاليل,B,105 شارع العباسية اعلى مطعن هارداتاك بجوار حى الوايلى,19962,,,من25% الى 60%,,,,,,,,,,,,,,
121.0,القاهرة,العباسية,طارق ابراهيم,اطباء ,اسنان,B,العباسيه - الشروق - سراى القبه - شارع ولى العهد اعلى سراى مول,01141300318 - 01000074962,,,من25% الى 60%,,,,,,,,,,,,,,
122.0,القاهرة,العباسية,جمال محفوظ الجيار,اطباء ,اسنان,B,13 ش سبيل الخازندار ميدان الجيش	,24844611,01001781936,100,50,,,,,,,,,,,,,,
123.0,القاهرة,العباسية,طارق ابراهيم,اطباء ,اسنان,B,العباسيه - الشروق - سراى القبه - شارع ولى العهد اعلى سراى مول,01141300318 - 01000074962,,150,50,,,,,,,,,,,,,,
124.0,القاهرة,العباسية,الهام احمد محمد التهامي,اطباء ,رمد,B,72ش العباسية امام محطة عبدو باشا,01111757911,01001818138,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
125.0,القاهرة,العباسية, احمد المسيرى,اطباء ,مخ وأعصاب,B,99 العباسيه بجوار قسم الوايلى,01010999032,01010999033,,خصم 20 % الى 50 %,,,,,,,,,,,,,,
126.0,القاهرة,حدائق القبة, سان بولا,مستشفى,جميع التخصصات,B,1ش احمد بسيوني	,0224650197	,,150,كشف90ج,,,,,,,,,,,,,,
127.0,القاهرة,حدائق القبة, واحة الطب,مستشفى,جميع التخصصات,B,19ش مصر والسودان,01155706241,,300,كشف 75ج ,,,,,,,,,,,,,,
128.0,القاهرة,حدائق القبة, الزيتون التخصصي,مستشفى,جميع التخصصات,B, 15شارع عمر المختار - حدائق القبة - الاميرية, 0222849000,0222846000,200,خصم 10% على قائمه الاسعار,,,,,,,,,,,,,,
129.0,القاهرة,حدائق القبة, الامل التخصصي,مستشفى,جميع التخصصات,B,تقسيم الرقابة الادراية بجوار بجوار النقراشي الثانوية بالقبة,26010213-24531118-24531119,01141500087 - 01141500086,200,كشف 60ج - طوارئ 40ج  ,,,,,,,,,,,,,,
130.0,القاهرة,حدائق القبة,النذير التخصصى,مستشفى,جميع التخصصات,B,ش منشيه الجمل - الزاويه الحمراء,1094979495,,200,كشف 100ج - خصم 10% على قائمه الاسعار المرفقه,,,,,,,,,,,,,,
